Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,BldgType,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Fireplaces,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,SaleCondition,SalePrice
159,60,FV,100,12552,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,GdWo,Normal,254900
160,60,RL,134,19378,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,320000
161,20,RL,NA,11120,IR1,1Fam,1Story,6,6,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,162500
162,60,RL,110,13688,IR1,1Fam,2Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,2,Gd,TA,TA,NA,NA,Normal,412500
163,20,RL,95,12182,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,220000
164,45,RL,55,5500,Reg,1Fam,1.5Unf,4,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,NA,NA,NA,MnPrv,Normal,103200
165,40,RM,40,5400,Reg,1Fam,1Story,6,7,BrkTil,TA,TA,GasA,Gd,Y,FuseA,Gd,0,NA,TA,TA,NA,NA,Normal,152000
166,190,RL,62,10106,Reg,2fmCon,1.5Fin,5,7,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,127500
167,20,RL,NA,10708,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,3,Gd,TA,TA,NA,GdWo,Normal,190000
168,60,RL,86,10562,Reg,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,325624
169,60,RL,62,8244,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,183500
170,20,RL,NA,16669,IR1,1Fam,1Story,8,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,228000
171,50,RM,NA,12358,IR1,1Fam,1.5Fin,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,128500
172,20,RL,141,31770,IR1,1Fam,1Story,6,5,CBlock,TA,Gd,GasA,Fa,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,215000
173,160,RL,44,5306,IR1,TwnhsE,2Story,7,7,PConc,Gd,Gd,GasA,Gd,Y,SBrkr,Gd,1,TA,Gd,TA,NA,NA,Normal,239000
174,20,RL,80,10197,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,163000
175,20,RL,47,12416,IR1,1Fam,1Story,6,5,CBlock,Gd,Fa,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,184000
176,20,RL,84,12615,Reg,1Fam,1Story,6,7,CBlock,TA,Gd,GasA,TA,Y,SBrkr,Gd,1,Gd,TA,TA,NA,MnPrv,Normal,243000
177,60,RL,97,10029,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,211000
178,50,RL,NA,13650,Reg,1Fam,1.5Fin,5,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,172500
179,20,RL,63,17423,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,501837
180,30,RM,60,8520,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,Fa,TA,NA,NA,Normal,100000
181,160,FV,NA,2117,Reg,Twnhs,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,177000
182,70,RL,54,7588,Reg,1Fam,2Story,7,6,BrkTil,Fa,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,Fa,TA,NA,NA,Normal,200100
183,20,RL,60,9060,Reg,1Fam,1Story,5,6,PConc,NA,NA,GasA,Ex,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,120000
184,50,RM,63,11426,Reg,1Fam,1.5Fin,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,200000
185,50,RL,92,7438,IR1,1Fam,1.5Fin,5,8,PConc,Fa,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,127000
186,75,RM,90,22950,IR2,1Fam,2.5Fin,10,9,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,Ex,2,TA,Ex,TA,NA,GdPrv,Normal,475000
187,80,RL,NA,9947,IR1,1Fam,SLvl,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,GdPrv,Normal,173000
188,50,RL,60,10410,Reg,1Fam,1.5Fin,5,7,CBlock,Fa,TA,GasA,Ex,Y,SBrkr,TA,0,NA,Fa,Fa,NA,MnPrv,Normal,135000
189,90,RL,64,7018,Reg,Duplex,SFoyer,5,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Alloca,153337
190,120,RL,41,4923,Reg,TwnhsE,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,286000
191,70,RL,70,10570,Reg,1Fam,2Story,8,8,CBlock,Gd,Gd,GasA,TA,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,315000
192,60,RL,NA,7472,IR1,1Fam,2Story,7,9,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,184000
193,20,RL,68,9017,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,192000
194,160,RM,24,2522,Reg,Twnhs,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,130000
195,20,RL,60,7180,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,127000
196,160,RL,24,2280,Reg,Twnhs,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,148500
197,20,RL,79,9416,Reg,1Fam,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,311872
198,75,RL,174,25419,Reg,1Fam,2Story,8,4,PConc,TA,TA,GasA,Gd,Y,SBrkr,Gd,1,Ex,TA,TA,Ex,GdPrv,Abnorml,235000
199,75,RM,92,5520,Reg,1Fam,2.5Fin,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,NA,NA,NA,MnPrv,Abnorml,104000
200,20,RL,76,9591,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,274900
201,20,RM,80,8546,Reg,1Fam,1Story,4,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,140000
202,20,RL,75,10125,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,2,Fa,TA,TA,NA,MnPrv,Normal,171500
203,50,RL,50,7000,Reg,1Fam,1.5Fin,6,6,BrkTil,Fa,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,112000
204,120,RM,NA,4438,Reg,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,149000
205,50,RM,50,3500,Reg,1Fam,1.5Fin,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnWw,Normal,110000
206,20,RL,99,11851,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,180500
207,20,RL,40,13673,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,143900
208,20,RL,NA,12493,IR1,1Fam,1Story,4,5,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,GdWo,Normal,141000
209,60,RL,NA,14364,IR1,1Fam,2Story,7,5,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,277000
210,20,RL,75,8250,Reg,1Fam,1Story,6,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,Gd,NA,MnPrv,Normal,145000
211,30,RL,67,5604,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,N,FuseA,TA,0,NA,NA,NA,NA,NA,Normal,98000
212,20,RL,83,10420,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,186000
213,60,FV,72,8640,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Partial,252678
214,20,RL,43,13568,IR2,1Fam,1Story,5,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,156000
215,60,RL,NA,10900,IR1,1Fam,2Story,6,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,161750
216,20,RL,72,10011,IR1,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,1,Fa,TA,TA,NA,MnPrv,Normal,134450
217,20,RL,65,8450,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,210000
218,70,RM,57,9906,Reg,1Fam,2Story,4,4,CBlock,TA,TA,GasA,Fa,N,SBrkr,TA,0,NA,TA,TA,NA,NA,Family,107000
219,50,RL,NA,15660,IR1,1Fam,1.5Fin,7,9,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,311500
220,120,RL,43,3010,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,167240
221,20,RL,73,8990,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,204900
222,60,RL,NA,8068,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,200000
223,60,RL,85,11475,Reg,1Fam,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,179900
224,20,RL,70,10500,Reg,1Fam,1Story,4,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,97000
225,20,RL,103,13472,Reg,1Fam,1Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Normal,386250
226,160,RM,21,1680,Reg,Twnhs,2Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,112000
227,60,RL,82,9950,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Abnorml,290000
228,160,RM,21,1869,Reg,Twnhs,2Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,106000
229,20,RL,70,8521,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Fa,TA,TA,NA,MnPrv,Normal,125000
230,120,RL,43,3182,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,192500
231,20,RL,73,8760,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,148000
232,60,RL,174,15138,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,TA,TA,TA,NA,NA,Normal,403000
233,160,RM,21,1680,Reg,Twnhs,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,NA,Normal,94500
234,20,RL,75,10650,Reg,1Fam,1Story,5,6,CBlock,TA,Gd,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,128200
235,60,RL,NA,7851,Reg,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,216500
236,160,RM,21,1680,Reg,TwnhsE,2Story,6,3,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,89500
237,20,RL,65,8773,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,185500
238,60,RL,NA,9453,IR1,1Fam,2Story,7,7,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,194500
239,20,RL,93,12030,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,318000
240,50,RL,52,8741,Reg,1Fam,1.5Fin,6,4,CBlock,TA,Fa,GasA,TA,Y,FuseA,TA,1,Gd,TA,TA,NA,MnPrv,Normal,113000
241,20,FV,75,9000,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,262500
242,30,RM,40,3880,Reg,1Fam,1Story,5,9,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,NA,NA,NA,NA,Normal,110500
243,50,RM,63,5000,Reg,1Fam,1.5Fin,5,4,BrkTil,TA,TA,GasA,Gd,N,FuseA,TA,0,NA,Fa,TA,NA,NA,Normal,79000
244,160,RL,75,10762,Reg,TwnhsE,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,120000
245,60,RL,NA,8880,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Fa,TA,TA,NA,NA,Normal,205000
246,20,RL,80,10400,Reg,1Fam,1Story,7,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,241500
247,190,RM,69,9142,Reg,2fmCon,2Story,6,8,Stone,Fa,TA,GasA,Gd,N,FuseP,Fa,0,NA,Po,Po,NA,NA,Normal,137000
248,20,RL,75,11310,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,140000
249,60,RL,72,11317,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,180000
250,50,RL,NA,159000,IR2,1Fam,1.5Fin,6,7,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,277000
251,30,RL,55,5350,IR1,1Fam,1Story,3,2,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Fa,0,NA,NA,NA,NA,GdWo,Normal,76500
252,120,RM,44,4750,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Family,235000
253,60,RL,65,8366,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,173000
254,80,RL,85,9350,Reg,1Fam,SLvl,6,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Normal,158000
255,20,RL,70,8400,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,145000
256,60,RL,66,8738,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,230000
257,60,FV,64,8791,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,207500
258,20,RL,68,8814,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Abnorml,220000
259,60,RL,80,12435,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,231500
260,20,RM,70,12702,Reg,1Fam,1Story,5,5,PConc,NA,NA,GasA,Gd,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,97000
261,80,RL,120,19296,Reg,1Fam,SLvl,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdWo,Normal,176000
262,60,RL,69,9588,IR1,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,276000
263,80,RL,88,8471,IR1,1Fam,SLvl,6,7,CBlock,Gd,Gd,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdWo,Normal,151000
264,50,RM,50,5500,Reg,1Fam,1.5Fin,5,7,BrkTil,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,130000
265,30,RM,30,5232,IR3,1Fam,1Story,5,5,BrkTil,Fa,TA,GasA,Gd,N,FuseP,TA,0,NA,TA,TA,NA,NA,Normal,73000
266,20,RL,78,12090,IR1,1Fam,1Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,1,TA,TA,TA,NA,GdPrv,Normal,175500
267,60,RL,70,11207,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,185000
268,75,RL,60,8400,Reg,1Fam,2.5Fin,5,8,PConc,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,179500
269,30,RM,71,6900,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,Ex,Ex,NA,NA,Normal,120500
270,20,RL,NA,7917,IR1,1Fam,1Story,6,7,CBlock,TA,Gd,GasA,TA,Y,SBrkr,TA,1,Fa,TA,Gd,NA,GdPrv,Normal,148000
271,60,FV,84,10728,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,266000
272,20,RL,73,39104,IR1,1Fam,1Story,7,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,241500
273,60,RL,92,11764,IR1,1Fam,2Story,8,7,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,290000
274,20,RL,80,9600,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,139000
275,20,RL,76,8314,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,124500
276,50,RL,55,7264,Reg,1Fam,1.5Fin,7,7,BrkTil,TA,TA,GasW,Gd,N,SBrkr,Ex,0,NA,TA,TA,NA,NA,Normal,205000
277,20,RL,129,9196,IR1,1Fam,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,201000
278,20,RL,140,19138,Reg,1Fam,1Story,4,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,141000
279,20,RL,107,14450,Reg,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Partial,415298
280,60,RL,83,10005,Reg,1Fam,2Story,7,5,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,192000
281,60,RL,82,11287,Reg,1Fam,2Story,7,6,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,228500
282,20,FV,60,7200,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,185000
283,120,RL,34,5063,Reg,Twnhs,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,207500
284,20,RL,74,9612,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,244600
285,120,RL,50,8012,Reg,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,179200
286,160,FV,35,4251,IR1,TwnhsE,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,164700
287,50,RL,77,9786,IR1,1Fam,1.5Fin,6,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,1,Gd,TA,TA,NA,GdPrv,Normal,159000
288,20,RL,NA,8125,IR1,1Fam,1Story,4,4,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,88000
289,20,RL,NA,9819,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,122000
290,70,RL,60,8730,Reg,1Fam,2Story,6,7,BrkTil,TA,TA,GasA,Ex,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,153575
291,60,RL,120,15611,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,Gd,TA,NA,NA,Partial,233230
292,190,RL,55,5687,Reg,2fmCon,2Story,5,6,PConc,TA,Fa,GasA,Ex,N,SBrkr,Fa,0,NA,NA,NA,NA,NA,Normal,135900
293,50,RL,60,11409,Reg,1Fam,1.5Fin,5,4,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,131000
294,60,RL,NA,16659,IR1,1Fam,2Story,7,7,CBlock,TA,TA,GasA,Fa,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,235000
295,20,RL,80,9600,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,167000
296,80,RL,37,7937,IR1,1Fam,SLvl,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,142500
297,50,RM,75,13710,Reg,1Fam,1.5Fin,5,5,CBlock,TA,TA,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,MnPrv,Normal,152000
298,60,FV,66,7399,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,239000
299,60,RL,90,11700,Reg,1Fam,2Story,6,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,175000
300,20,RL,80,14000,Reg,1Fam,1Story,6,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,GdPrv,Family,158500
301,190,RL,90,15750,Reg,2fmCon,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,157000
302,60,RL,66,16226,IR3,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,267000
303,20,RL,118,13704,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,205000
304,20,RL,70,9800,Reg,1Fam,1Story,5,7,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,GdWo,Abnorml,149900
305,75,RM,87,18386,Reg,1Fam,2.5Fin,7,9,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Ex,TA,TA,NA,NA,Normal,295000
306,20,RL,80,10386,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,305900
307,60,RL,116,13474,Reg,1Fam,2Story,7,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,225000
308,50,RM,NA,7920,IR1,1Fam,1.5Fin,6,7,CBlock,TA,TA,GasA,TA,Y,FuseA,Fa,0,NA,NA,NA,NA,MnPrv,Normal,89500
309,30,RL,NA,12342,IR1,1Fam,1Story,4,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,82500
310,20,RL,90,12378,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,3,Ex,TA,TA,NA,NA,Normal,360000
311,60,RL,NA,7685,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,165600
312,20,RL,50,8000,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,132000
313,190,RM,65,7800,Reg,2fmCon,1.5Fin,5,7,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,119900
314,20,RL,150,215245,IR3,1Fam,1Story,7,5,CBlock,Gd,TA,GasW,TA,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,375000
315,70,RM,60,9600,Reg,1Fam,2Story,7,7,BrkTil,TA,Gd,GasA,Ex,Y,SBrkr,Ex,1,Gd,Fa,TA,NA,NA,Normal,178000
316,60,RL,71,7795,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,188500
317,60,RL,94,13005,IR1,1Fam,2Story,7,7,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Ex,1,TA,TA,TA,NA,GdPrv,Normal,260000
318,60,FV,75,9000,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,270000
